,latitude,longitude,brightness,scan,track,acq_date,acq_time,satellite,instrument,confidence,version,bright_t31,frp,daynight,type,timestamp
669,36.24161,27.93253,354.65,0.57,0.52,2023-07-18,2323,N,VIIRS,n,2,304.36,24.71,N,0,2023-07-18 23:23:00
676,36.22622,27.94296,317.66,0.57,0.52,2023-07-18,2323,N,VIIRS,n,2,298.64,5.0,N,0,2023-07-18 23:23:00
675,36.22671,27.93671,331.73,0.57,0.52,2023-07-18,2323,N,VIIRS,n,2,299.14,8.76,N,0,2023-07-18 23:23:00
674,36.23102,27.94364,309.31,0.57,0.52,2023-07-18,2323,N,VIIRS,n,2,299.07,4.26,N,0,2023-07-18 23:23:00
670,36.23682,27.93172,314.39,0.57,0.52,2023-07-18,2323,N,VIIRS,n,2,299.14,6.77,N,0,2023-07-18 23:23:00
672,36.23151,27.9374,352.54,0.57,0.52,2023-07-18,2323,N,VIIRS,n,2,303.73,6.77,N,0,2023-07-18 23:23:00
671,36.2363,27.93825,314.17,0.57,0.52,2023-07-18,2323,N,VIIRS,n,2,299.19,6.77,N,0,2023-07-18 23:23:00
673,36.23201,27.93107,309.54,0.57,0.52,2023-07-18,2323,N,VIIRS,n,2,298.73,6.77,N,0,2023-07-18 23:23:00
684,36.22847,27.92662,311.54,0.64,0.72,2023-07-19,104,N,VIIRS,n,2,297.88,14.63,N,0,2023-07-19 01:04:00
682,36.22617,27.93412,367.0,0.64,0.72,2023-07-19,104,N,VIIRS,h,2,300.25,15.44,N,0,2023-07-19 01:04:00
681,36.23464,27.93013,312.69,0.64,0.72,2023-07-19,104,N,VIIRS,n,2,297.07,5.54,N,0,2023-07-19 01:04:00
683,36.2239,27.94153,340.68,0.64,0.72,2023-07-19,104,N,VIIRS,n,2,297.98,15.44,N,0,2023-07-19 01:04:00
679,36.2325,27.9371,349.9,0.64,0.72,2023-07-19,104,N,VIIRS,n,2,300.05,8.19,N,0,2023-07-19 01:04:00
678,36.24324,27.92566,311.76,0.64,0.72,2023-07-19,104,N,VIIRS,n,2,296.82,5.54,N,0,2023-07-19 01:04:00
677,36.2411,27.93268,332.51,0.64,0.72,2023-07-19,104,N,VIIRS,n,2,298.36,5.54,N,0,2023-07-19 01:04:00
680,36.23024,27.94449,321.53,0.64,0.72,2023-07-19,104,N,VIIRS,n,2,297.31,8.19,N,0,2023-07-19 01:04:00
732,36.2529,27.92112,367.0,0.39,0.44,2023-07-19,1044,N,VIIRS,h,2,320.21,21.64,D,0,2023-07-19 10:44:00
736,36.25198,27.91666,356.38,0.39,0.44,2023-07-19,1044,N,VIIRS,n,2,325.61,21.64,D,0,2023-07-19 10:44:00
735,36.24925,27.9036,367.0,0.39,0.44,2023-07-19,1044,N,VIIRS,h,2,319.07,30.02,D,0,2023-07-19 10:44:00
734,36.25014,27.9079,367.0,0.39,0.44,2023-07-19,1044,N,VIIRS,h,2,313.96,21.59,D,0,2023-07-19 10:44:00
733,36.25105,27.91224,367.0,0.39,0.44,2023-07-19,1044,N,VIIRS,h,2,323.61,21.59,D,0,2023-07-19 10:44:00
731,36.25385,27.92563,367.0,0.39,0.44,2023-07-19,1044,N,VIIRS,h,2,328.86,82.61,D,0,2023-07-19 10:44:00
726,36.24979,27.92641,356.0,0.39,0.44,2023-07-19,1044,N,VIIRS,n,2,319.66,8.58,D,0,2023-07-19 10:44:00
729,36.24614,27.90895,355.17,0.39,0.44,2023-07-19,1044,N,VIIRS,n,2,319.01,12.38,D,0,2023-07-19 10:44:00
728,36.24704,27.91325,352.97,0.39,0.44,2023-07-19,1044,N,VIIRS,n,2,320.31,12.38,D,0,2023-07-19 10:44:00
727,36.24886,27.92199,352.66,0.39,0.44,2023-07-19,1044,N,VIIRS,n,2,320.35,9.79,D,0,2023-07-19 10:44:00
737,36.24836,27.89932,355.99,0.39,0.44,2023-07-19,1044,N,VIIRS,n,2,321.63,30.02,D,0,2023-07-19 10:44:00
725,36.24527,27.90477,367.0,0.39,0.44,2023-07-19,1044,N,VIIRS,h,2,326.05,47.29,D,0,2023-07-19 10:44:00
724,36.24795,27.91761,367.0,0.39,0.44,2023-07-19,1044,N,VIIRS,h,2,325.54,9.79,D,0,2023-07-19 10:44:00
723,36.2507,27.93079,367.0,0.39,0.44,2023-07-19,1044,N,VIIRS,h,2,320.59,8.58,D,0,2023-07-19 10:44:00
730,36.25477,27.93006,367.0,0.39,0.44,2023-07-19,1044,N,VIIRS,h,2,358.39,82.61,D,0,2023-07-19 10:44:00
738,36.24747,27.89507,336.47,0.39,0.44,2023-07-19,1044,N,VIIRS,l,2,309.11,45.49,D,0,2023-07-19 10:44:00
745,36.25794,27.92503,367.0,0.39,0.44,2023-07-19,1044,N,VIIRS,l,2,327.38,82.61,D,0,2023-07-19 10:44:00
740,36.25602,27.91582,367.0,0.39,0.44,2023-07-19,1044,N,VIIRS,h,2,326.12,21.64,D,0,2023-07-19 10:44:00
757,36.26813,27.91317,344.53,0.39,0.44,2023-07-19,1044,N,VIIRS,n,2,300.87,33.29,D,0,2023-07-19 10:44:00
756,36.26913,27.91797,344.02,0.39,0.44,2023-07-19,1044,N,VIIRS,n,2,318.43,33.29,D,0,2023-07-19 10:44:00
755,36.2701,27.92265,345.08,0.39,0.44,2023-07-19,1044,N,VIIRS,n,2,308.02,43.08,D,0,2023-07-19 10:44:00
754,36.26511,27.91894,367.0,0.39,0.44,2023-07-19,1044,N,VIIRS,l,2,335.09,40.68,D,0,2023-07-19 10:44:00
753,36.26414,27.91428,355.96,0.39,0.44,2023-07-19,1044,N,VIIRS,n,2,316.74,40.68,D,0,2023-07-19 10:44:00
752,36.26704,27.92822,344.93,0.39,0.44,2023-07-19,1044,N,VIIRS,n,2,304.4,87.52,D,0,2023-07-19 10:44:00
751,36.26609,27.92363,367.0,0.39,0.44,2023-07-19,1044,N,VIIRS,h,2,349.3,87.52,D,0,2023-07-19 10:44:00
750,36.25914,27.91049,340.75,0.39,0.44,2023-07-19,1044,N,VIIRS,n,2,305.37,12.35,D,0,2023-07-19 10:44:00
749,36.26106,27.91975,354.49,0.39,0.44,2023-07-19,1044,N,VIIRS,n,2,328.02,40.68,D,0,2023-07-19 10:44:00
748,36.263,27.92907,353.9,0.39,0.44,2023-07-19,1044,N,VIIRS,n,2,319.91,87.52,D,0,2023-07-19 10:44:00
747,36.2601,27.91514,367.0,0.39,0.44,2023-07-19,1044,N,VIIRS,h,2,322.27,40.68,D,0,2023-07-19 10:44:00
746,36.26203,27.92443,367.0,0.39,0.44,2023-07-19,1044,N,VIIRS,h,2,347.49,87.52,D,0,2023-07-19 10:44:00
722,36.24132,27.90609,354.33,0.39,0.44,2023-07-19,1044,N,VIIRS,n,2,327.46,47.29,D,0,2023-07-19 10:44:00
743,36.25508,27.91131,353.85,0.39,0.44,2023-07-19,1044,N,VIIRS,n,2,319.91,21.59,D,0,2023-07-19 10:44:00
742,36.25888,27.92955,351.14,0.39,0.44,2023-07-19,1044,N,VIIRS,n,2,314.56,82.61,D,0,2023-07-19 10:44:00
739,36.25698,27.9204,367.0,0.39,0.44,2023-07-19,1044,N,VIIRS,h,2,321.45,21.64,D,0,2023-07-19 10:44:00
721,36.24306,27.91441,354.84,0.39,0.44,2023-07-19,1044,N,VIIRS,n,2,320.01,12.38,D,0,2023-07-19 10:44:00
744,36.25235,27.89819,355.06,0.39,0.44,2023-07-19,1044,N,VIIRS,n,2,322.08,30.02,D,0,2023-07-19 10:44:00
719,36.24484,27.92293,345.01,0.39,0.44,2023-07-19,1044,N,VIIRS,n,2,319.66,9.79,D,0,2023-07-19 10:44:00
698,36.23292,27.9265,349.45,0.39,0.44,2023-07-19,1044,N,VIIRS,n,2,320.44,25.42,D,0,2023-07-19 10:44:00
697,36.23471,27.93504,347.58,0.39,0.44,2023-07-19,1044,N,VIIRS,n,2,320.92,25.06,D,0,2023-07-19 10:44:00
696,36.2356,27.93932,344.67,0.39,0.44,2023-07-19,1044,N,VIIRS,l,2,318.32,13.9,D,0,2023-07-19 10:44:00
695,36.23648,27.94351,348.33,0.39,0.44,2023-07-19,1044,N,VIIRS,l,2,320.35,13.9,D,0,2023-07-19 10:44:00
694,36.23205,27.92236,367.0,0.39,0.44,2023-07-19,1044,N,VIIRS,h,2,318.97,25.42,D,0,2023-07-19 10:44:00
693,36.23072,27.93617,346.52,0.39,0.44,2023-07-19,1044,N,VIIRS,n,2,318.62,25.06,D,0,2023-07-19 10:44:00
692,36.2325,27.94463,351.1,0.39,0.44,2023-07-19,1044,N,VIIRS,n,2,318.32,13.9,D,0,2023-07-19 10:44:00
691,36.22897,27.9278,367.0,0.39,0.44,2023-07-19,1044,N,VIIRS,h,2,323.63,25.42,D,0,2023-07-19 10:44:00
690,36.22984,27.93194,367.0,0.39,0.44,2023-07-19,1044,N,VIIRS,h,2,323.05,25.06,D,0,2023-07-19 10:44:00
689,36.22675,27.93732,352.99,0.39,0.44,2023-07-19,1044,N,VIIRS,n,2,322.6,17.22,D,0,2023-07-19 10:44:00
688,36.22853,27.94581,348.1,0.39,0.44,2023-07-19,1044,N,VIIRS,l,2,320.59,6.43,D,0,2023-07-19 10:44:00
687,36.22588,27.9332,367.0,0.39,0.44,2023-07-19,1044,N,VIIRS,h,2,328.85,17.22,D,0,2023-07-19 10:44:00
686,36.22279,27.93859,345.43,0.39,0.44,2023-07-19,1044,N,VIIRS,n,2,319.6,17.22,D,0,2023-07-19 10:44:00
685,36.22367,27.94278,344.88,0.39,0.44,2023-07-19,1044,N,VIIRS,l,2,316.72,6.43,D,0,2023-07-19 10:44:00
720,36.24395,27.91866,354.14,0.39,0.44,2023-07-19,1044,N,VIIRS,n,2,321.41,9.79,D,0,2023-07-19 10:44:00
699,36.2312,27.91828,353.54,0.39,0.44,2023-07-19,1044,N,VIIRS,n,2,320.39,12.15,D,0,2023-07-19 10:44:00
700,36.23033,27.91416,347.94,0.39,0.44,2023-07-19,1044,N,VIIRS,n,2,317.41,12.15,D,0,2023-07-19 10:44:00
741,36.25324,27.90248,367.0,0.39,0.44,2023-07-19,1044,N,VIIRS,h,2,310.41,30.02,D,0,2023-07-19 10:44:00
717,36.24756,27.93595,339.14,0.39,0.44,2023-07-19,1044,N,VIIRS,n,2,309.78,7.77,D,0,2023-07-19 10:44:00
718,36.24665,27.93163,343.62,0.39,0.44,2023-07-19,1044,N,VIIRS,n,2,318.59,8.58,D,0,2023-07-19 10:44:00
701,36.2338,27.9307,367.0,0.39,0.44,2023-07-19,1044,N,VIIRS,l,2,325.06,25.06,D,0,2023-07-19 10:44:00
716,36.24218,27.91022,367.0,0.39,0.44,2023-07-19,1044,N,VIIRS,h,2,320.09,12.38,D,0,2023-07-19 10:44:00
715,36.24356,27.937,367.0,0.39,0.44,2023-07-19,1044,N,VIIRS,l,2,353.66,78.97,D,0,2023-07-19 10:44:00
714,36.23909,27.91563,356.15,0.39,0.44,2023-07-19,1044,N,VIIRS,n,2,319.24,23.37,D,0,2023-07-19 10:44:00
713,36.23996,27.9198,350.32,0.39,0.44,2023-07-19,1044,N,VIIRS,n,2,318.96,6.06,D,0,2023-07-19 10:44:00
712,36.24085,27.92406,355.73,0.39,0.44,2023-07-19,1044,N,VIIRS,n,2,321.16,6.06,D,0,2023-07-19 10:44:00
710,36.24266,27.9327,345.61,0.39,0.44,2023-07-19,1044,N,VIIRS,l,2,318.17,12.29,D,0,2023-07-19 10:44:00
711,36.24174,27.92833,346.33,0.39,0.44,2023-07-19,1044,N,VIIRS,l,2,320.54,12.29,D,0,2023-07-19 10:44:00
708,36.23822,27.91149,367.0,0.39,0.44,2023-07-19,1044,N,VIIRS,h,2,320.42,23.37,D,0,2023-07-19 10:44:00
707,36.23428,27.91281,367.0,0.39,0.44,2023-07-19,1044,N,VIIRS,l,2,343.99,23.37,D,0,2023-07-19 10:44:00
706,36.23514,27.91693,354.83,0.39,0.44,2023-07-19,1044,N,VIIRS,n,2,320.45,23.37,D,0,2023-07-19 10:44:00
705,36.236,27.92105,353.72,0.39,0.44,2023-07-19,1044,N,VIIRS,n,2,320.37,6.06,D,0,2023-07-19 10:44:00
704,36.23687,27.92521,352.47,0.39,0.44,2023-07-19,1044,N,VIIRS,n,2,319.18,6.06,D,0,2023-07-19 10:44:00
703,36.23776,27.92946,351.33,0.39,0.44,2023-07-19,1044,N,VIIRS,n,2,319.14,12.29,D,0,2023-07-19 10:44:00
702,36.23959,27.93821,347.55,0.39,0.44,2023-07-19,1044,N,VIIRS,l,2,321.29,78.97,D,0,2023-07-19 10:44:00
709,36.24444,27.94121,344.36,0.39,0.44,2023-07-19,1044,N,VIIRS,n,2,311.07,78.97,D,0,2023-07-19 10:44:00
765,36.25208,27.94087,310.93,0.52,0.67,2023-07-19,2304,N,VIIRS,n,2,295.91,1.83,N,0,2023-07-19 23:04:00
768,36.22147,27.92073,310.18,0.52,0.67,2023-07-19,2304,N,VIIRS,n,2,296.21,2.69,N,0,2023-07-19 23:04:00
766,36.25187,27.94629,308.53,0.52,0.67,2023-07-19,2304,N,VIIRS,n,2,295.52,1.83,N,0,2023-07-19 23:04:00
764,36.25371,27.89903,316.65,0.53,0.67,2023-07-19,2304,N,VIIRS,n,2,296.71,3.36,N,0,2023-07-19 23:04:00
767,36.24118,27.89777,331.1,0.53,0.67,2023-07-19,2304,N,VIIRS,n,2,297.47,5.64,N,0,2023-07-19 23:04:00
762,36.25348,27.90501,327.47,0.52,0.67,2023-07-19,2304,N,VIIRS,n,2,297.66,4.98,N,0,2023-07-19 23:04:00
761,36.2597,27.90675,310.94,0.52,0.67,2023-07-19,2304,N,VIIRS,n,2,297.41,4.4,N,0,2023-07-19 23:04:00
760,36.26023,27.89327,305.87,0.53,0.67,2023-07-19,2304,N,VIIRS,n,2,295.78,3.72,N,0,2023-07-19 23:04:00
759,36.27184,27.9174,306.85,0.52,0.67,2023-07-19,2304,N,VIIRS,n,2,296.13,3.01,N,0,2023-07-19 23:04:00
758,36.27514,27.91347,307.97,0.52,0.67,2023-07-19,2304,N,VIIRS,n,2,296.44,2.3,N,0,2023-07-19 23:04:00
763,36.25393,27.89342,309.43,0.53,0.67,2023-07-19,2304,N,VIIRS,n,2,296.33,3.36,N,0,2023-07-19 23:04:00
781,36.23946,27.90106,339.55,0.36,0.57,2023-07-20,45,N,VIIRS,n,2,298.77,5.89,N,0,2023-07-20 00:45:00
780,36.24044,27.8972,346.98,0.36,0.57,2023-07-20,45,N,VIIRS,n,2,298.19,7.85,N,0,2023-07-20 00:45:00
779,36.25486,27.9068,353.96,0.36,0.57,2023-07-20,45,N,VIIRS,n,2,300.94,7.77,N,0,2023-07-20 00:45:00
778,36.25585,27.90291,346.7,0.36,0.57,2023-07-20,45,N,VIIRS,n,2,299.19,5.7,N,0,2023-07-20 00:45:00
776,36.2602,27.90789,342.36,0.36,0.57,2023-07-20,45,N,VIIRS,n,2,299.34,5.33,N,0,2023-07-20 00:45:00
777,36.25683,27.89905,335.68,0.36,0.57,2023-07-20,45,N,VIIRS,n,2,298.45,5.7,N,0,2023-07-20 00:45:00
774,36.25454,27.90511,367.0,0.36,0.57,2023-07-20,45,N,VIIRS,h,2,301.42,4.57,N,0,2023-07-20 00:45:00
773,36.25556,27.90119,325.58,0.36,0.57,2023-07-20,45,N,VIIRS,n,2,297.68,4.8,N,0,2023-07-20 00:45:00
772,36.25658,27.8973,330.09,0.36,0.57,2023-07-20,45,N,VIIRS,n,2,298.07,4.8,N,0,2023-07-20 00:45:00
771,36.25889,27.90998,317.13,0.36,0.57,2023-07-20,45,N,VIIRS,n,2,297.99,3.25,N,0,2023-07-20 00:45:00
770,36.25985,27.90633,336.44,0.36,0.57,2023-07-20,45,N,VIIRS,n,2,298.28,3.25,N,0,2023-07-20 00:45:00
769,36.27293,27.92094,309.05,0.36,0.57,2023-07-20,45,N,VIIRS,n,2,296.93,2.92,N,0,2023-07-20 00:45:00
775,36.25351,27.90904,309.05,0.36,0.57,2023-07-20,45,N,VIIRS,n,2,297.31,4.57,N,0,2023-07-20 00:45:00
782,36.21982,27.93658,367.0,0.35,0.56,2023-07-20,1025,N,VIIRS,h,2,323.77,36.83,D,0,2023-07-20 10:25:00
783,36.22071,27.9401,350.56,0.35,0.56,2023-07-20,1025,N,VIIRS,n,2,309.88,26.1,D,0,2023-07-20 10:25:00
784,36.21894,27.9331,352.83,0.35,0.56,2023-07-20,1025,N,VIIRS,n,2,308.36,36.83,D,0,2023-07-20 10:25:00
785,36.22635,27.91862,367.0,0.35,0.56,2023-07-20,1025,N,VIIRS,h,2,314.59,9.83,D,0,2023-07-20 10:25:00
786,36.22543,27.91495,367.0,0.35,0.56,2023-07-20,1025,N,VIIRS,h,2,311.66,9.83,D,0,2023-07-20 10:25:00
787,36.25682,27.90798,338.55,0.35,0.56,2023-07-20,1025,N,VIIRS,l,2,310.26,4.8,D,0,2023-07-20 10:25:00
788,36.25742,27.90751,341.51,0.35,0.56,2023-07-20,1025,N,VIIRS,n,2,310.08,6.5,D,0,2023-07-20 10:25:00
792,36.22261,27.92653,334.96,0.55,0.68,2023-07-20,1206,N,VIIRS,n,2,309.3,14.03,D,0,2023-07-20 12:06:00
789,36.21646,27.9336,367.0,0.55,0.68,2023-07-20,1206,N,VIIRS,h,2,309.92,14.03,D,0,2023-07-20 12:06:00
790,36.22286,27.93377,367.0,0.55,0.68,2023-07-20,1206,N,VIIRS,h,2,310.31,14.03,D,0,2023-07-20 12:06:00
791,36.22311,27.94075,342.4,0.55,0.68,2023-07-20,1206,N,VIIRS,n,2,308.08,24.89,D,0,2023-07-20 12:06:00
812,36.21649,27.92203,315.53,0.41,0.45,2023-07-21,26,N,VIIRS,n,2,300.71,3.54,N,0,2023-07-21 00:26:00
804,36.22831,27.90674,349.26,0.41,0.45,2023-07-21,26,N,VIIRS,n,2,306.59,14.94,N,0,2023-07-21 00:26:00
811,36.21743,27.91755,347.36,0.41,0.45,2023-07-21,26,N,VIIRS,n,2,302.46,3.54,N,0,2023-07-21 00:26:00
809,36.22242,27.91429,312.22,0.41,0.45,2023-07-21,26,N,VIIRS,n,2,300.02,4.8,N,0,2023-07-21 00:26:00
808,36.22334,27.90994,347.72,0.41,0.45,2023-07-21,26,N,VIIRS,n,2,303.84,4.8,N,0,2023-07-21 00:26:00
807,36.22426,27.9056,355.01,0.41,0.45,2023-07-21,26,N,VIIRS,n,2,301.67,14.94,N,0,2023-07-21 00:26:00
806,36.23019,27.89789,318.29,0.41,0.45,2023-07-21,26,N,VIIRS,n,2,299.12,4.77,N,0,2023-07-21 00:26:00
805,36.22739,27.91111,337.41,0.41,0.45,2023-07-21,26,N,VIIRS,n,2,303.16,4.8,N,0,2023-07-21 00:26:00
803,36.22924,27.90233,353.74,0.41,0.45,2023-07-21,26,N,VIIRS,n,2,307.07,14.94,N,0,2023-07-21 00:26:00
794,36.23268,27.90095,333.92,0.41,0.45,2023-07-21,26,N,VIIRS,n,2,300.88,2.4,N,0,2023-07-21 00:26:00
801,36.22173,27.91173,312.71,0.41,0.45,2023-07-21,26,N,VIIRS,n,2,300.24,5.63,N,0,2023-07-21 00:26:00
800,36.22267,27.90741,352.11,0.41,0.45,2023-07-21,26,N,VIIRS,n,2,301.77,5.63,N,0,2023-07-21 00:26:00
799,36.22577,27.91292,331.43,0.41,0.45,2023-07-21,26,N,VIIRS,n,2,301.56,5.63,N,0,2023-07-21 00:26:00
798,36.22673,27.90855,354.2,0.41,0.45,2023-07-21,26,N,VIIRS,n,2,306.22,5.63,N,0,2023-07-21 00:26:00
797,36.22768,27.90417,367.0,0.41,0.45,2023-07-21,26,N,VIIRS,h,2,310.9,21.95,N,0,2023-07-21 00:26:00
796,36.22865,27.89972,334.39,0.41,0.45,2023-07-21,26,N,VIIRS,n,2,300.19,21.95,N,0,2023-07-21 00:26:00
795,36.23172,27.90536,309.27,0.41,0.45,2023-07-21,26,N,VIIRS,n,2,299.02,2.4,N,0,2023-07-21 00:26:00
793,36.26968,27.92878,313.13,0.41,0.45,2023-07-21,26,N,VIIRS,n,2,298.19,2.52,N,0,2023-07-21 00:26:00
802,36.21882,27.92509,318.2,0.41,0.45,2023-07-21,26,N,VIIRS,n,2,300.02,3.82,N,0,2023-07-21 00:26:00
813,36.21242,27.92092,313.92,0.41,0.45,2023-07-21,26,N,VIIRS,n,2,300.1,3.54,N,0,2023-07-21 00:26:00
810,36.21956,27.92785,316.76,0.41,0.45,2023-07-21,26,N,VIIRS,n,2,299.5,3.01,N,0,2023-07-21 00:26:00
814,36.22302,27.91237,356.48,0.59,0.53,2023-07-21,1147,N,VIIRS,n,2,323.08,37.17,D,0,2023-07-21 11:47:00
815,36.26941,27.93658,341.52,0.59,0.53,2023-07-21,1147,N,VIIRS,n,2,309.46,7.64,D,0,2023-07-21 11:47:00
816,36.26888,27.92969,342.84,0.59,0.53,2023-07-21,1147,N,VIIRS,n,2,310.16,10.07,D,0,2023-07-21 11:47:00
817,36.27104,27.93497,342.58,0.6,0.53,2023-07-21,1147,N,VIIRS,n,2,311.19,8.83,D,0,2023-07-21 11:47:00
818,36.27056,27.92821,341.97,0.59,0.53,2023-07-21,1147,N,VIIRS,n,2,308.25,8.83,D,0,2023-07-21 11:47:00
840,36.1586,27.95799,356.51,0.4,0.37,2023-07-22,7,N,VIIRS,n,2,313.4,11.09,N,0,2023-07-22 00:07:00
835,36.17921,27.94016,312.88,0.4,0.37,2023-07-22,7,N,VIIRS,n,2,300.7,2.26,N,0,2023-07-22 00:07:00
836,36.16607,27.95533,321.29,0.4,0.37,2023-07-22,7,N,VIIRS,n,2,302.07,2.32,N,0,2023-07-22 00:07:00
837,36.16272,27.95441,343.63,0.4,0.37,2023-07-22,7,N,VIIRS,n,2,305.44,13.34,N,0,2023-07-22 00:07:00
838,36.16195,27.95892,354.61,0.4,0.37,2023-07-22,7,N,VIIRS,n,2,306.24,11.09,N,0,2023-07-22 00:07:00
839,36.15938,27.9535,340.45,0.4,0.37,2023-07-22,7,N,VIIRS,n,2,308.44,13.34,N,0,2023-07-22 00:07:00
843,36.15448,27.96154,367.0,0.4,0.37,2023-07-22,7,N,VIIRS,h,2,309.29,9.21,N,0,2023-07-22 00:07:00
842,36.15525,27.95708,347.42,0.4,0.37,2023-07-22,7,N,VIIRS,n,2,303.43,9.21,N,0,2023-07-22 00:07:00
834,36.18025,27.95441,312.76,0.4,0.37,2023-07-22,7,N,VIIRS,n,2,302.02,1.18,N,0,2023-07-22 00:07:00
844,36.15113,27.96062,350.58,0.4,0.37,2023-07-22,7,N,VIIRS,n,2,303.48,9.21,N,0,2023-07-22 00:07:00
845,36.15036,27.96504,328.53,0.4,0.37,2023-07-22,7,N,VIIRS,n,2,301.19,2.43,N,0,2023-07-22 00:07:00
841,36.15783,27.96245,317.1,0.4,0.37,2023-07-22,7,N,VIIRS,n,2,300.9,11.09,N,0,2023-07-22 00:07:00
832,36.18361,27.9553,317.57,0.4,0.37,2023-07-22,7,N,VIIRS,n,2,303.07,1.18,N,0,2023-07-22 00:07:00
833,36.18333,27.93661,320.43,0.4,0.37,2023-07-22,7,N,VIIRS,n,2,302.3,5.34,N,0,2023-07-22 00:07:00
830,36.18618,27.96071,316.56,0.4,0.37,2023-07-22,7,N,VIIRS,n,2,301.83,1.06,N,0,2023-07-22 00:07:00
819,36.20909,27.92942,349.59,0.4,0.37,2023-07-22,7,N,VIIRS,n,2,307.47,15.0,N,0,2023-07-22 00:07:00
820,36.20833,27.93382,341.95,0.4,0.37,2023-07-22,7,N,VIIRS,n,2,303.99,4.04,N,0,2023-07-22 00:07:00
831,36.18744,27.93306,340.64,0.4,0.37,2023-07-22,7,N,VIIRS,n,2,304.46,6.62,N,0,2023-07-22 00:07:00
822,36.20421,27.9374,313.28,0.4,0.37,2023-07-22,7,N,VIIRS,n,2,302.79,4.04,N,0,2023-07-22 00:07:00
823,36.2039,27.91887,342.03,0.4,0.37,2023-07-22,7,N,VIIRS,n,2,304.77,7.33,N,0,2023-07-22 00:07:00
824,36.19856,27.94989,317.35,0.4,0.37,2023-07-22,7,N,VIIRS,n,2,302.44,2.26,N,0,2023-07-22 00:07:00
821,36.20344,27.94189,334.12,0.4,0.37,2023-07-22,7,N,VIIRS,n,2,302.21,5.27,N,0,2023-07-22 00:07:00
826,36.19413,27.93489,315.69,0.4,0.37,2023-07-22,7,N,VIIRS,n,2,301.93,2.37,N,0,2023-07-22 00:07:00
827,36.19079,27.93397,316.59,0.4,0.37,2023-07-22,7,N,VIIRS,n,2,302.61,2.37,N,0,2023-07-22 00:07:00
828,36.18927,27.94278,314.5,0.4,0.37,2023-07-22,7,N,VIIRS,n,2,303.8,3.66,N,0,2023-07-22 00:07:00
829,36.18696,27.95619,314.76,0.4,0.37,2023-07-22,7,N,VIIRS,n,2,302.68,1.06,N,0,2023-07-22 00:07:00
825,36.19779,27.95433,311.77,0.4,0.37,2023-07-22,7,N,VIIRS,n,2,301.36,2.26,N,0,2023-07-22 00:07:00
915,36.09255,27.99706,367.0,0.51,0.41,2023-07-22,1128,N,VIIRS,h,2,342.55,380.92,D,0,2023-07-22 11:28:00
907,36.08313,27.98135,367.0,0.51,0.41,2023-07-22,1128,N,VIIRS,l,2,333.89,130.46,D,0,2023-07-22 11:28:00
914,36.08628,27.97485,367.0,0.51,0.41,2023-07-22,1128,N,VIIRS,l,2,326.97,53.05,D,0,2023-07-22 11:28:00
913,36.08689,27.9805,351.83,0.51,0.41,2023-07-22,1128,N,VIIRS,l,2,327.19,130.46,D,0,2023-07-22 11:28:00
912,36.08812,27.99178,367.0,0.51,0.41,2023-07-22,1128,N,VIIRS,l,2,376.34,0.0,D,0,2023-07-22 11:28:00
911,36.08565,27.96914,348.51,0.5,0.41,2023-07-22,1128,N,VIIRS,n,2,309.08,53.05,D,0,2023-07-22 11:28:00
910,36.08937,28.00321,353.73,0.51,0.41,2023-07-22,1128,N,VIIRS,n,2,309.32,20.35,D,0,2023-07-22 11:28:00
909,36.08752,27.98622,367.0,0.51,0.41,2023-07-22,1128,N,VIIRS,h,2,342.08,130.46,D,0,2023-07-22 11:28:00
908,36.08874,27.99744,367.0,0.51,0.41,2023-07-22,1128,N,VIIRS,h,2,342.51,0.0,D,0,2023-07-22 11:28:00
906,36.08374,27.98691,367.0,0.51,0.41,2023-07-22,1128,N,VIIRS,l,2,359.71,130.46,D,0,2023-07-22 11:28:00
871,36.07869,27.97271,348.18,0.5,0.41,2023-07-22,1128,N,VIIRS,n,2,309.07,17.56,D,0,2023-07-22 11:28:00
904,36.08189,27.97,346.7,0.5,0.41,2023-07-22,1128,N,VIIRS,n,2,308.14,53.05,D,0,2023-07-22 11:28:00
903,36.08557,28.00368,355.4,0.51,0.41,2023-07-22,1128,N,VIIRS,n,2,308.29,20.35,D,0,2023-07-22 11:28:00
902,36.08252,27.9757,367.0,0.51,0.41,2023-07-22,1128,N,VIIRS,h,2,329.48,53.05,D,0,2023-07-22 11:28:00
901,36.08494,27.99791,367.0,0.51,0.41,2023-07-22,1128,N,VIIRS,h,2,347.97,0.0,D,0,2023-07-22 11:28:00
900,36.09435,27.97505,367.0,0.5,0.41,2023-07-22,1128,N,VIIRS,l,2,336.87,143.81,D,0,2023-07-22 11:28:00
899,36.09502,27.98085,351.78,0.51,0.41,2023-07-22,1128,N,VIIRS,l,2,328.07,143.81,D,0,2023-07-22 11:28:00
898,36.09637,27.99258,367.0,0.51,0.41,2023-07-22,1128,N,VIIRS,l,2,373.47,316.67,D,0,2023-07-22 11:28:00
897,36.09369,27.96934,367.0,0.5,0.41,2023-07-22,1128,N,VIIRS,h,2,356.58,315.67,D,0,2023-07-22 11:28:00
896,36.09571,27.98679,367.0,0.51,0.41,2023-07-22,1128,N,VIIRS,h,2,347.37,316.67,D,0,2023-07-22 11:28:00
